Tên loài,Số lượng,Diện tích sinh sống (km²),Di cư,Tỷ lệ sinh sản,Rủi ro săn mồi,Mối đe dọa môi trường,Sách đỏ,Thời gian,Mùa,Vùng,Loại rừng,Đô thị hóa
Cú mèo,52261,307,Có,4.45,Cao,2,Không,2019-02-24,Thu,Đồi núi,Nhiệt đới,35
Cú mèo,52300,219,Không,4.81,Trung bình,9,Không,2019-03-03,Đông,Trung du,Ôn đới,60
Cú mèo,52339,461,Một phần,1.26,Cao,3,Không,2019-03-10,Xuân,Đồng bằng,Rừng ngập mặn,72
Cú mèo,52378,184,Có,1.81,Thấp,9,Không,2019-03-17,Hạ,Trung du,Nhiệt đới,0
Cú mèo,52418,98,Có,4.68,Trung bình,3,Không,2019-03-24,Hạ,Trung du,Nhiệt đới,22
Cú mèo,52457,314,Có,2.24,Cao,9,Không,2019-03-31,Đông,Đồi núi,Nhiệt đới,49
Cú mèo,52496,286,Không,4.46,Cao,4,Không,2019-04-07,Thu,Đồng bằng,Rừng ngập mặn,48
Cú mèo,52536,297,Không,1.51,Cao,2,Không,2019-04-14,Xuân,Trung du,Rừng ngập mặn,68
Cú mèo,52575,209,Không,3.64,Cao,1,Không,2019-04-21,Thu,Trung du,Rừng ngập mặn,100
Cú mèo,52615,31,Một phần,2.76,Cao,7,Không,2019-04-28,Xuân,Đồng bằng,Rừng ngập mặn,68
Cú mèo,52654,453,Không,4.79,Thấp,10,Không,2019-05-05,Xuân,Trung du,Ôn đới,79
Cú mèo,52694,447,Không,1.69,Cao,10,Không,2019-05-12,Thu,Đồng bằng,Nhiệt đới,45
Cú mèo,52733,248,Một phần,2.52,Trung bình,3,Không,2019-05-19,Thu,Trung du,Ôn đới,14
Cú mèo,52773,446,Không,2.31,Cao,6,Không,2019-05-26,Thu,Trung du,Rừng ngập mặn,99
Cú mèo,52812,88,Không,4.74,Thấp,2,Không,2019-06-02,Hạ,Đồng bằng,Nhiệt đới,28
Cú mèo,52852,249,Một phần,2.67,Cao,7,Không,2019-06-09,Hạ,Đồng bằng,Ôn đới,30
Cú mèo,52891,261,Không,1.5,Thấp,3,Không,2019-06-16,Hạ,Đồi núi,Nhiệt đới,90
Cú mèo,52931,475,Có,2.76,Trung bình,9,Không,2019-06-23,Xuân,Đồi núi,Ôn đới,1
Cú mèo,52971,459,Có,3.85,Trung bình,10,Không,2019-06-30,Hạ,Đồi núi,Ôn đới,36
Cú mèo,47157,167,Có,3.53,Cao,2,Không,2019-07-07,Thu,Đồng bằng,Ôn đới,66
Cú mèo,47122,330,Có,3.83,Cao,3,Không,2019-07-14,Hạ,Đồng bằng,Nhiệt đới,41
Cú mèo,47087,59,Không,1.03,Thấp,3,Không,2019-07-21,Xuân,Đồng bằng,Ôn đới,35
Cú mèo,47051,414,Một phần,2.02,Trung bình,1,Không,2019-07-28,Hạ,Đồng bằng,Nhiệt đới,49
Cú mèo,47016,451,Có,1.98,Thấp,3,Không,2019-08-04,Hạ,Đồi núi,Nhiệt đới,98
Cú mèo,46981,466,Có,1.42,Cao,6,Không,2019-08-11,Xuân,Đồi núi,Rừng ngập mặn,10
Cú mèo,46946,136,Có,3.67,Cao,7,Không,2019-08-18,Thu,Đồng bằng,Rừng ngập mặn,82
Cú mèo,46910,402,Một phần,1.26,Cao,5,Không,2019-08-25,Xuân,Đồng bằng,Rừng ngập mặn,36
Cú mèo,46875,470,Không,3.22,Trung bình,8,Không,2019-09-01,Thu,Đồi núi,Ôn đới,48
Cú mèo,46840,336,Không,2.94,Thấp,4,Không,2019-09-08,Đông,Đồi núi,Rừng ngập mặn,15
Cú mèo,46805,196,Không,2.2,Cao,3,Không,2019-09-15,Xuân,Đồng bằng,Ôn đới,43
Cú mèo,46770,357,Không,2.52,Thấp,3,Không,2019-09-22,Đông,Đồng bằng,Rừng ngập mặn,87
Cú mèo,46735,89,Không,4.33,Thấp,8,Không,2019-09-29,Hạ,Đồi núi,Rừng ngập mặn,75
Cú mèo,46700,21,Có,4.6,Trung bình,9,Không,2019-10-06,Thu,Đồng bằng,Nhiệt đới,1
Cú mèo,46665,347,Một phần,1.69,Trung bình,9,Không,2019-10-13,Thu,Trung du,Ôn đới,42
Cú mèo,46630,233,Không,3.13,Thấp,8,Không,2019-10-20,Thu,Đồng bằng,Ôn đới,22
Cú mèo,46595,477,Có,1.13,Trung bình,5,Không,2019-10-27,Hạ,Đồi núi,Ôn đới,74
Cú mèo,46560,147,Một phần,4.27,Trung bình,2,Không,2019-11-03,Đông,Đồi núi,Nhiệt đới,32
Cú mèo,46525,492,Không,4.48,Cao,8,Không,2019-11-10,Xuân,Đồng bằng,Nhiệt đới,31
Cú mèo,46490,171,Không,4.1,Trung bình,1,Không,2019-11-17,Thu,Đồi núi,Rừng ngập mặn,71
Cú mèo,46455,255,Một phần,2.34,Cao,10,Không,2019-11-24,Xuân,Đồi núi,Ôn đới,38
Cú mèo,46420,66,Một phần,3.15,Trung bình,1,Không,2019-12-01,Hạ,Đồng bằng,Ôn đới,66
Cú mèo,46385,122,Có,2.48,Cao,8,Không,2019-12-08,Xuân,Trung du,Nhiệt đới,22
Cú mèo,46351,298,Không,2.97,Trung bình,4,Không,2019-12-15,Xuân,Đồi núi,Ôn đới,20
Cú mèo,46316,222,Không,1.6,Trung bình,9,Không,2019-12-22,Xuân,Trung du,Ôn đới,55
Cú mèo,46281,184,Một phần,1.01,Thấp,8,Không,2019-12-29,Đông,Trung du,Rừng ngập mặn,74
Cú mèo,42772,128,Không,3.48,Trung bình,3,Không,2020-01-05,Hạ,Trung du,Ôn đới,52
Cú mèo,42708,22,Một phần,1.44,Trung bình,5,Không,2020-01-12,Xuân,Đồi núi,Nhiệt đới,77
Cú mèo,42644,481,Một phần,4.01,Cao,6,Không,2020-01-19,Hạ,Trung du,Rừng ngập mặn,49
Cú mèo,42580,341,Không,2.8,Cao,3,Không,2020-01-26,Thu,Trung du,Nhiệt đới,49
Cú mèo,42516,407,Không,3.69,Trung bình,2,Không,2020-02-02,Hạ,Trung du,Ôn đới,9
Cú mèo,42453,347,Một phần,2.54,Cao,7,Không,2020-02-09,Thu,Trung du,Rừng ngập mặn,24
Cú mèo,42389,365,Không,1.89,Cao,5,Không,2020-02-16,Đông,Trung du,Ôn đới,90
Cú mèo,42325,285,Một phần,4.04,Thấp,1,Không,2020-02-23,Thu,Đồng bằng,Nhiệt đới,36
Cú mèo,42262,131,Một phần,2.11,Trung bình,8,Không,2020-03-01,Đông,Trung du,Rừng ngập mặn,96
Cú mèo,42198,84,Một phần,4.12,Thấp,7,Không,2020-03-08,Xuân,Trung du,Nhiệt đới,7
Cú mèo,42135,32,Một phần,4.98,Thấp,1,Không,2020-03-15,Xuân,Đồng bằng,Ôn đới,14
Cú mèo,42072,399,Không,1.88,Cao,10,Không,2020-03-22,Hạ,Đồi núi,Ôn đới,72
Cú mèo,42009,431,Có,4.27,Cao,9,Không,2020-03-29,Thu,Đồi núi,Rừng ngập mặn,71
Cú mèo,41946,34,Một phần,2.17,Thấp,3,Không,2020-04-05,Thu,Đồi núi,Ôn đới,11
Cú mèo,41883,53,Có,1.54,Thấp,10,Không,2020-04-12,Xuân,Đồng bằng,Ôn đới,100
Cú mèo,41820,461,Có,1.79,Trung bình,8,Không,2020-04-19,Xuân,Đồi núi,Nhiệt đới,33
Cú mèo,41757,269,Không,1.31,Cao,3,Không,2020-04-26,Đông,Đồng bằng,Ôn đới,6
Cú mèo,41695,264,Có,4.91,Cao,8,Không,2020-05-03,Xuân,Đồi núi,Nhiệt đới,66
Cú mèo,41632,196,Một phần,1.54,Thấp,1,Không,2020-05-10,Thu,Đồi núi,Ôn đới,63
Cú mèo,41570,436,Có,2.66,Trung bình,7,Không,2020-05-17,Xuân,Trung du,Nhiệt đới,71
Cú mèo,41507,92,Một phần,3.5,Thấp,7,Không,2020-05-24,Thu,Trung du,Ôn đới,95
Cú mèo,41445,33,Có,1.82,Cao,2,Không,2020-05-31,Đông,Đồi núi,Nhiệt đới,5
Cú mèo,41383,407,Có,4.69,Cao,3,Không,2020-06-07,Xuân,Đồi núi,Rừng ngập mặn,31
Cú mèo,41321,420,Một phần,4.34,Cao,1,Không,2020-06-14,Đông,Trung du,Nhiệt đới,40
Cú mèo,41259,275,Một phần,2.28,Cao,10,Không,2020-06-21,Đông,Đồng bằng,Rừng ngập mặn,39
Cú mèo,41197,193,Một phần,2.35,Trung bình,9,Không,2020-06-28,Xuân,Đồi núi,Rừng ngập mặn,34
Cú mèo,53357,41,Một phần,2.47,Thấp,9,Không,2020-07-05,Thu,Đồi núi,Rừng ngập mặn,61
Cú mèo,53383,128,Có,1.47,Thấp,1,Không,2020-07-12,Hạ,Đồi núi,Nhiệt đới,25
Cú mèo,53410,54,Có,3.41,Cao,9,Không,2020-07-19,Xuân,Trung du,Nhiệt đới,6
Cú mèo,53437,251,Một phần,1.14,Cao,8,Không,2020-07-26,Đông,Trung du,Rừng ngập mặn,80
Cú mèo,53463,353,Có,1.48,Thấp,3,Không,2020-08-02,Xuân,Đồng bằng,Rừng ngập mặn,75
Cú mèo,53490,489,Có,2.69,Thấp,7,Không,2020-08-09,Đông,Đồi núi,Rừng ngập mặn,22
Cú mèo,53517,500,Có,3.26,Cao,3,Không,2020-08-16,Xuân,Đồng bằng,Ôn đới,69
Cú mèo,53544,422,Một phần,4.48,Cao,2,Không,2020-08-23,Đông,Trung du,Rừng ngập mặn,90
Cú mèo,53570,436,Một phần,1.4,Thấp,9,Không,2020-08-30,Xuân,Đồi núi,Nhiệt đới,82
Cú mèo,53597,269,Không,3.27,Cao,6,Không,2020-09-06,Thu,Trung du,Nhiệt đới,24
Cú mèo,53624,213,Không,1.23,Cao,4,Không,2020-09-13,Xuân,Trung du,Rừng ngập mặn,24
Cú mèo,53651,219,Một phần,4.57,Trung bình,3,Không,2020-09-20,Đông,Đồi núi,Rừng ngập mặn,21
Cú mèo,53678,408,Có,2.77,Cao,3,Không,2020-09-27,Hạ,Đồi núi,Rừng ngập mặn,0
Cú mèo,53704,368,Có,2.25,Trung bình,7,Không,2020-10-04,Thu,Đồi núi,Ôn đới,1
Cú mèo,53731,340,Không,4.47,Trung bình,4,Không,2020-10-11,Hạ,Trung du,Ôn đới,54
Cú mèo,53758,397,Một phần,2.3,Thấp,5,Không,2020-10-18,Xuân,Đồng bằng,Nhiệt đới,54
Cú mèo,53785,289,Một phần,4.87,Cao,9,Không,2020-10-25,Đông,Đồi núi,Rừng ngập mặn,43
Cú mèo,53812,284,Không,2.41,Cao,6,Không,2020-11-01,Thu,Trung du,Rừng ngập mặn,28
Cú mèo,53839,335,Có,3.87,Thấp,1,Không,2020-11-08,Thu,Đồng bằng,Nhiệt đới,37
Cú mèo,53866,26,Có,1.06,Thấp,5,Không,2020-11-15,Xuân,Đồng bằng,Nhiệt đới,4
Cú mèo,53893,393,Một phần,4.19,Thấp,3,Không,2020-11-22,Hạ,Trung du,Rừng ngập mặn,15
Cú mèo,53920,288,Một phần,2.92,Cao,9,Không,2020-11-29,Đông,Đồng bằng,Nhiệt đới,100
Cú mèo,53947,406,Một phần,3.24,Trung bình,9,Không,2020-12-06,Hạ,Trung du,Ôn đới,62
Cú mèo,53974,306,Không,1.47,Trung bình,5,Không,2020-12-13,Xuân,Trung du,Nhiệt đới,65
Cú mèo,54001,342,Một phần,1.9,Trung bình,9,Không,2020-12-20,Đông,Trung du,Nhiệt đới,3
Cú mèo,54028,290,Một phần,2.42,Cao,7,Không,2020-12-27,Đông,Đồi núi,Nhiệt đới,56
Cú mèo,36587,263,Một phần,2.14,Trung bình,2,Không,2021-01-03,Xuân,Đồi núi,Ôn đới,20
Cú mèo,36514,89,Không,2.12,Trung bình,8,Không,2021-01-10,Đông,Đồng bằng,Ôn đới,73
Cú mèo,36441,258,Một phần,3.73,Thấp,9,Không,2021-01-17,Thu,Đồi núi,Ôn đới,37
Cú mèo,36368,379,Không,4.9,Trung bình,8,Không,2021-01-24,Hạ,Trung du,Rừng ngập mặn,25
Cú mèo,36295,459,Có,4.53,Trung bình,1,Không,2021-01-31,Hạ,Đồi núi,Nhiệt đới,41
Cú mèo,36223,492,Có,1.84,Trung bình,1,Không,2021-02-07,Xuân,Trung du,Ôn đới,7
Cú mèo,36150,132,Một phần,2.93,Thấp,5,Không,2021-02-14,Thu,Đồng bằng,Rừng ngập mặn,69
Cú mèo,36078,482,Không,3.57,Thấp,7,Không,2021-02-21,Đông,Đồng bằng,Rừng ngập mặn,6
Cú mèo,36006,140,Có,3.49,Cao,5,Không,2021-02-28,Đông,Đồi núi,Nhiệt đới,38
Cú mèo,35934,207,Có,1.8,Thấp,8,Không,2021-03-07,Xuân,Đồng bằng,Nhiệt đới,83
Cú mèo,35862,218,Không,1.25,Cao,10,Không,2021-03-14,Hạ,Đồng bằng,Nhiệt đới,99
Cú mèo,35790,12,Không,3.65,Thấp,6,Không,2021-03-21,Thu,Trung du,Nhiệt đới,15
Cú mèo,35719,185,Một phần,4.7,Trung bình,8,Không,2021-03-28,Xuân,Đồi núi,Nhiệt đới,23
Cú mèo,35647,185,Không,1.32,Thấp,2,Không,2021-04-04,Hạ,Trung du,Nhiệt đới,62
Cú mèo,35576,216,Một phần,4.4,Cao,10,Không,2021-04-11,Hạ,Trung du,Nhiệt đới,52
Cú mèo,35505,440,Một phần,3.2,Trung bình,6,Không,2021-04-18,Thu,Đồi núi,Ôn đới,6
Cú mèo,35434,86,Một phần,2.04,Trung bình,5,Không,2021-04-25,Hạ,Trung du,Ôn đới,43
Cú mèo,35363,260,Có,1.43,Thấp,7,Không,2021-05-02,Xuân,Trung du,Ôn đới,29
Cú mèo,35292,267,Không,4.36,Thấp,2,Không,2021-05-09,Thu,Đồng bằng,Ôn đới,92
Cú mèo,35222,137,Không,4.15,Cao,4,Không,2021-05-16,Đông,Đồi núi,Nhiệt đới,45
Cú mèo,35151,229,Một phần,4.51,Trung bình,7,Không,2021-05-23,Xuân,Đồng bằng,Rừng ngập mặn,52
Cú mèo,35081,223,Một phần,2.81,Cao,8,Không,2021-05-30,Thu,Trung du,Rừng ngập mặn,38
Cú mèo,35011,481,Có,2.04,Thấp,6,Không,2021-06-06,Đông,Đồi núi,Rừng ngập mặn,40
Cú mèo,34941,456,Một phần,4.22,Trung bình,5,Không,2021-06-13,Xuân,Đồi núi,Ôn đới,38
Cú mèo,34871,497,Một phần,2.65,Thấp,5,Không,2021-06-20,Xuân,Trung du,Ôn đới,34
Cú mèo,34801,331,Một phần,4.87,Thấp,3,Không,2021-06-27,Xuân,Trung du,Rừng ngập mặn,2
Cú mèo,47775,316,Một phần,1.7,Thấp,3,Không,2021-07-04,Hạ,Trung du,Rừng ngập mặn,1
Cú mèo,47763,269,Không,4.3,Thấp,4,Không,2021-07-11,Thu,Trung du,Ôn đới,88
Cú mèo,47751,364,Không,2.24,Trung bình,1,Không,2021-07-18,Thu,Trung du,Ôn đới,8
Cú mèo,47739,44,Một phần,4.27,Trung bình,3,Không,2021-07-25,Đông,Trung du,Ôn đới,40
Cú mèo,47727,112,Có,2.85,Trung bình,3,Không,2021-08-01,Thu,Trung du,Ôn đới,91
Cú mèo,47716,84,Một phần,3.09,Cao,2,Không,2021-08-08,Thu,Đồi núi,Ôn đới,9
Cú mèo,47704,401,Không,1.87,Trung bình,10,Không,2021-08-15,Xuân,Đồng bằng,Ôn đới,1
Cú mèo,47692,481,Có,1.21,Trung bình,2,Không,2021-08-22,Thu,Đồng bằng,Ôn đới,98
Cú mèo,47680,27,Không,2.08,Cao,2,Không,2021-08-29,Thu,Trung du,Ôn đới,2
Cú mèo,47668,495,Có,2.53,Cao,1,Không,2021-09-05,Hạ,Đồng bằng,Nhiệt đới,74
Cú mèo,47656,114,Có,3.79,Thấp,1,Không,2021-09-12,Xuân,Đồng bằng,Nhiệt đới,71
Cú mèo,47644,101,Không,2.2,Thấp,9,Không,2021-09-19,Xuân,Trung du,Nhiệt đới,0
Cú mèo,47632,245,Một phần,3.18,Trung bình,5,Không,2021-09-26,Hạ,Đồng bằng,Nhiệt đới,82
Cú mèo,47620,65,Không,3.45,Trung bình,10,Không,2021-10-03,Đông,Đồi núi,Ôn đới,54
Cú mèo,47608,46,Không,1.24,Trung bình,2,Không,2021-10-10,Xuân,Trung du,Ôn đới,18
Cú mèo,47596,392,Không,1.14,Cao,10,Không,2021-10-17,Xuân,Đồng bằng,Rừng ngập mặn,45
Cú mèo,47584,159,Có,3.63,Thấp,4,Không,2021-10-24,Đông,Đồng bằng,Rừng ngập mặn,40
Cú mèo,47573,29,Không,2.01,Cao,6,Không,2021-10-31,Xuân,Trung du,Ôn đới,64
Cú mèo,47561,83,Một phần,1.49,Trung bình,3,Không,2021-11-07,Thu,Đồng bằng,Ôn đới,48
Cú mèo,47549,87,Không,3.55,Thấp,7,Không,2021-11-14,Xuân,Đồi núi,Nhiệt đới,44
Cú mèo,47537,288,Không,2.54,Cao,5,Không,2021-11-21,Đông,Đồi núi,Ôn đới,78
Cú mèo,47525,307,Không,4.92,Trung bình,10,Không,2021-11-28,Hạ,Trung du,Rừng ngập mặn,36
Cú mèo,47513,303,Một phần,3.43,Thấp,7,Không,2021-12-05,Thu,Trung du,Rừng ngập mặn,73
Cú mèo,47501,146,Một phần,4.76,Thấp,3,Không,2021-12-12,Xuân,Đồi núi,Rừng ngập mặn,71
Cú mèo,47489,467,Không,3.27,Trung bình,6,Không,2021-12-19,Thu,Đồi núi,Rừng ngập mặn,51
Cú mèo,47478,37,Một phần,1.8,Cao,1,Không,2021-12-26,Xuân,Trung du,Ôn đới,64
Cú mèo,34733,62,Không,2.16,Thấp,3,Không,2022-01-02,Đông,Đồng bằng,Nhiệt đới,89
Cú mèo,34672,72,Có,2.18,Trung bình,6,Không,2022-01-09,Xuân,Đồi núi,Rừng ngập mặn,46
Cú mèo,34612,433,Có,4.99,Thấp,2,Không,2022-01-16,Thu,Đồi núi,Nhiệt đới,56
Cú mèo,34551,76,Không,3.34,Thấp,9,Không,2022-01-23,Đông,Đồi núi,Ôn đới,39
Cú mèo,34490,129,Một phần,3.04,Cao,4,Không,2022-01-30,Thu,Đồng bằng,Ôn đới,68
Cú mèo,34430,73,Không,2.89,Trung bình,4,Không,2022-02-06,Hạ,Đồi núi,Rừng ngập mặn,63
Cú mèo,34370,260,Một phần,4.09,Cao,9,Không,2022-02-13,Xuân,Đồi núi,Nhiệt đới,75
Cú mèo,34310,356,Có,2.21,Thấp,9,Không,2022-02-20,Hạ,Trung du,Ôn đới,28
Cú mèo,34250,157,Một phần,4.12,Trung bình,7,Không,2022-02-27,Thu,Đồng bằng,Ôn đới,31
Cú mèo,34190,443,Có,3.68,Trung bình,3,Không,2022-03-06,Thu,Đồng bằng,Ôn đới,16
Cú mèo,34130,72,Có,4.56,Thấp,1,Không,2022-03-13,Đông,Trung du,Ôn đới,67
Cú mèo,34070,493,Có,4.25,Cao,9,Không,2022-03-20,Xuân,Đồng bằng,Nhiệt đới,62
Cú mèo,34011,20,Một phần,2.69,Thấp,6,Không,2022-03-27,Hạ,Đồi núi,Nhiệt đới,58
Cú mèo,33951,315,Một phần,1.99,Trung bình,7,Không,2022-04-03,Thu,Trung du,Nhiệt đới,8
Cú mèo,33892,290,Không,3.69,Thấp,8,Không,2022-04-10,Hạ,Đồi núi,Nhiệt đới,77
Cú mèo,33832,361,Không,4.45,Thấp,3,Không,2022-04-17,Hạ,Đồng bằng,Ôn đới,39
Cú mèo,33773,481,Có,3.52,Thấp,4,Không,2022-04-24,Đông,Đồi núi,Nhiệt đới,81
Cú mèo,33714,328,Không,1.25,Trung bình,4,Không,2022-05-01,Đông,Đồng bằng,Rừng ngập mặn,27
Cú mèo,33655,91,Một phần,4.36,Trung bình,1,Không,2022-05-08,Xuân,Đồi núi,Rừng ngập mặn,36
Cú mèo,33596,298,Không,1.92,Cao,1,Không,2022-05-15,Đông,Đồi núi,Rừng ngập mặn,83
Cú mèo,33537,386,Có,4.29,Cao,1,Không,2022-05-22,Xuân,Trung du,Nhiệt đới,75
Cú mèo,33479,38,Có,2.29,Cao,8,Không,2022-05-29,Thu,Đồng bằng,Nhiệt đới,34
Cú mèo,33420,15,Có,1.32,Trung bình,5,Không,2022-06-05,Thu,Trung du,Nhiệt đới,96
Cú mèo,33362,239,Có,3.6,Trung bình,2,Không,2022-06-12,Đông,Đồng bằng,Nhiệt đới,95
Cú mèo,33303,24,Một phần,3.79,Cao,8,Không,2022-06-19,Thu,Đồi núi,Rừng ngập mặn,58
Cú mèo,33245,118,Có,1.41,Thấp,5,Không,2022-06-26,Xuân,Trung du,Nhiệt đới,26
