Tên loài,Số lượng,Diện tích sinh sống (km²),Di cư,Tỷ lệ sinh sản,Rủi ro săn mồi,Mối đe dọa môi trường,Sách đỏ,Thời gian,Mùa,Vùng,Loại rừng,Đô thị hóa
Yến núi,103127732,280,Một phần,2.06,Thấp,10,Không,2018-06-17,Hạ,Đồi núi,Nhiệt đới,28
Yến núi,129668081,427,Có,2.02,Trung bình,2,Không,2018-06-24,Thu,Đồi núi,Ôn đới,43
Yến núi,154987932,152,Không,1.84,Thấp,3,Không,2018-07-01,Thu,Đồi núi,Nhiệt đới,74
Yến núi,143355519,53,Không,3.27,Thấp,7,Không,2018-07-08,Xuân,Đồng bằng,Rừng ngập mặn,81
Yến núi,149568071,483,Không,1.81,Thấp,5,Không,2018-07-15,Đông,Trung du,Ôn đới,16
Yến núi,114316821,328,Một phần,1.24,Thấp,9,Không,2018-07-22,Đông,Đồng bằng,Nhiệt đới,30
Yến núi,201338334,159,Một phần,1.09,Trung bình,6,Không,2018-07-29,Hạ,Trung du,Rừng ngập mặn,42
Yến núi,130719769,407,Có,1.97,Trung bình,2,Không,2018-08-05,Hạ,Đồi núi,Rừng ngập mặn,68
Yến núi,117280704,404,Không,3.35,Cao,1,Không,2018-08-12,Hạ,Đồi núi,Rừng ngập mặn,7
Yến núi,113394709,478,Một phần,2.02,Cao,1,Không,2018-08-19,Xuân,Trung du,Nhiệt đới,15
Yến núi,222788165,245,Có,1.19,Trung bình,7,Không,2018-08-26,Xuân,Đồng bằng,Rừng ngập mặn,77
Yến núi,121531723,142,Một phần,3.61,Trung bình,5,Không,2018-09-02,Đông,Đồi núi,Ôn đới,86
Yến núi,226606415,245,Có,4.29,Thấp,3,Không,2018-09-09,Đông,Đồi núi,Rừng ngập mặn,5
Yến núi,170960824,166,Không,3.32,Thấp,10,Không,2018-09-16,Thu,Trung du,Ôn đới,15
Yến núi,196658042,21,Không,2.55,Trung bình,4,Không,2018-09-23,Thu,Đồi núi,Nhiệt đới,7
Yến núi,176002646,159,Một phần,1.23,Thấp,9,Không,2018-09-30,Đông,Trung du,Nhiệt đới,30
Yến núi,172622942,405,Không,4.99,Thấp,2,Không,2018-10-07,Xuân,Trung du,Rừng ngập mặn,94
Yến núi,251686289,249,Có,1.44,Trung bình,1,Không,2018-10-14,Thu,Đồng bằng,Rừng ngập mặn,4
Yến núi,176689284,468,Có,1.04,Cao,5,Không,2018-10-21,Xuân,Trung du,Ôn đới,17
Yến núi,292124659,377,Một phần,3.58,Cao,9,Không,2018-10-28,Đông,Đồng bằng,Nhiệt đới,73
Yến núi,282138748,175,Không,3.64,Thấp,4,Không,2018-11-04,Đông,Đồi núi,Rừng ngập mặn,36
Yến núi,228312026,346,Có,2.8,Trung bình,9,Không,2018-11-11,Hạ,Trung du,Ôn đới,77
Yến núi,253286222,50,Không,2.82,Trung bình,5,Không,2018-11-18,Đông,Đồng bằng,Rừng ngập mặn,24
Yến núi,283225624,345,Một phần,1.1,Trung bình,5,Không,2018-11-25,Hạ,Đồi núi,Ôn đới,10
Yến núi,188117263,104,Không,1.39,Thấp,1,Không,2018-12-02,Xuân,Trung du,Nhiệt đới,63
Yến núi,330961139,325,Một phần,2.75,Thấp,1,Không,2018-12-09,Thu,Trung du,Nhiệt đới,40
Yến núi,291829258,231,Một phần,2.81,Cao,1,Không,2018-12-16,Thu,Đồi núi,Nhiệt đới,11
Yến núi,449005018,369,Không,1.29,Cao,1,Không,2018-12-23,Xuân,Trung du,Rừng ngập mặn,76
Yến núi,251569651,346,Không,4.98,Cao,10,Không,2018-12-30,Thu,Đồng bằng,Rừng ngập mặn,1
Yến núi,56932182,488,Một phần,4.79,Trung bình,1,Không,2019-01-06,Đông,Trung du,Rừng ngập mặn,20
Yến núi,57074512,386,Có,2.66,Cao,8,Không,2019-01-13,Thu,Trung du,Nhiệt đới,70
Yến núi,57217199,251,Một phần,4.44,Cao,6,Không,2019-01-20,Đông,Đồng bằng,Rừng ngập mặn,91
Yến núi,57360242,163,Có,4.91,Trung bình,10,Không,2019-01-27,Xuân,Đồi núi,Nhiệt đới,74
Yến núi,57503642,51,Một phần,2.63,Trung bình,1,Không,2019-02-03,Xuân,Đồng bằng,Nhiệt đới,65
Yến núi,57647401,79,Không,4.41,Trung bình,6,Không,2019-02-10,Hạ,Đồng bằng,Nhiệt đới,12
Yến núi,57791520,428,Không,1.2,Trung bình,1,Không,2019-02-17,Đông,Đồi núi,Rừng ngập mặn,88
Yến núi,57935999,142,Không,2.27,Cao,2,Không,2019-02-24,Hạ,Đồi núi,Rừng ngập mặn,40
Yến núi,58080839,334,Có,1.26,Trung bình,7,Không,2019-03-03,Thu,Trung du,Ôn đới,12
Yến núi,58226041,364,Một phần,3.61,Cao,4,Không,2019-03-10,Đông,Đồi núi,Rừng ngập mặn,28
Yến núi,58371606,386,Có,3.98,Trung bình,3,Không,2019-03-17,Thu,Trung du,Nhiệt đới,59
Yến núi,58517535,93,Có,4.13,Trung bình,1,Không,2019-03-24,Thu,Đồi núi,Ôn đới,75
Yến núi,58663829,51,Không,2.33,Trung bình,9,Không,2019-03-31,Thu,Đồng bằng,Nhiệt đới,1
Yến núi,58810488,239,Không,2.25,Trung bình,10,Không,2019-04-07,Xuân,Trung du,Rừng ngập mặn,26
Yến núi,58957514,125,Có,4.32,Cao,5,Không,2019-04-14,Xuân,Trung du,Rừng ngập mặn,71
Yến núi,59104908,13,Có,4.83,Cao,10,Không,2019-04-21,Thu,Đồng bằng,Nhiệt đới,54
Yến núi,59252670,260,Một phần,1.83,Trung bình,7,Không,2019-04-28,Thu,Đồng bằng,Ôn đới,52
Yến núi,59400802,45,Không,4.44,Trung bình,10,Không,2019-05-05,Xuân,Đồng bằng,Rừng ngập mặn,41
Yến núi,59549304,275,Một phần,1.5,Cao,2,Không,2019-05-12,Hạ,Trung du,Nhiệt đới,13
Yến núi,59698177,71,Không,2.72,Thấp,9,Không,2019-05-19,Hạ,Trung du,Nhiệt đới,48
Yến núi,59847423,18,Có,2.27,Trung bình,1,Không,2019-05-26,Đông,Trung du,Nhiệt đới,42
Yến núi,59997041,183,Không,1.94,Thấp,9,Không,2019-06-02,Hạ,Đồng bằng,Nhiệt đới,3
Yến núi,60147034,346,Có,4.51,Trung bình,4,Không,2019-06-09,Hạ,Đồng bằng,Rừng ngập mặn,60
Yến núi,60297402,286,Có,2.97,Thấp,10,Không,2019-06-16,Hạ,Đồi núi,Ôn đới,19
Yến núi,60448145,308,Có,1.73,Thấp,10,Không,2019-06-23,Đông,Đồng bằng,Nhiệt đới,36
Yến núi,60599265,500,Có,3.02,Trung bình,4,Không,2019-06-30,Đông,Đồi núi,Rừng ngập mặn,42
Yến núi,60750764,236,Không,4.62,Cao,4,Không,2019-07-07,Xuân,Đồi núi,Ôn đới,14
Yến núi,60902641,228,Một phần,3.52,Cao,7,Không,2019-07-14,Thu,Trung du,Rừng ngập mặn,5
Yến núi,61054897,62,Không,3.45,Thấp,8,Không,2019-07-21,Xuân,Đồng bằng,Ôn đới,55
Yến núi,61207534,438,Không,1.81,Thấp,10,Không,2019-07-28,Xuân,Đồi núi,Ôn đới,24
Yến núi,61360553,411,Một phần,2.92,Cao,5,Không,2019-08-04,Hạ,Đồng bằng,Nhiệt đới,92
Yến núi,61513955,267,Có,3.12,Cao,5,Không,2019-08-11,Đông,Trung du,Ôn đới,19
Yến núi,61667740,261,Có,3.57,Trung bình,6,Không,2019-08-18,Hạ,Đồi núi,Ôn đới,12
Yến núi,61821909,269,Một phần,4.94,Cao,2,Không,2019-08-25,Đông,Trung du,Ôn đới,94
Yến núi,61976464,291,Không,1.11,Cao,7,Không,2019-09-01,Thu,Đồi núi,Ôn đới,69
Yến núi,62131405,434,Có,2.19,Cao,10,Không,2019-09-08,Thu,Đồng bằng,Rừng ngập mặn,77
Yến núi,62286733,295,Có,1.74,Cao,2,Không,2019-09-15,Xuân,Đồng bằng,Ôn đới,55
Yến núi,62442450,339,Không,1.18,Trung bình,7,Không,2019-09-22,Hạ,Đồng bằng,Ôn đới,100
Yến núi,62598556,361,Một phần,2.32,Trung bình,2,Không,2019-09-29,Hạ,Đồi núi,Rừng ngập mặn,79
Yến núi,62755053,388,Có,4.04,Thấp,10,Không,2019-10-06,Hạ,Đồng bằng,Ôn đới,20
Yến núi,62911940,463,Một phần,2.08,Trung bình,2,Không,2019-10-13,Hạ,Đồng bằng,Ôn đới,98
Yến núi,63069220,296,Một phần,2.91,Trung bình,8,Không,2019-10-20,Hạ,Đồng bằng,Rừng ngập mặn,44
Yến núi,63226893,401,Một phần,4.42,Cao,3,Không,2019-10-27,Đông,Đồi núi,Rừng ngập mặn,28
Yến núi,63384960,196,Không,2.45,Cao,8,Không,2019-11-03,Đông,Trung du,Ôn đới,70
Yến núi,63543423,214,Không,3.96,Thấp,4,Không,2019-11-10,Xuân,Đồi núi,Rừng ngập mặn,16
Yến núi,63702281,128,Không,4.25,Trung bình,4,Không,2019-11-17,Hạ,Đồi núi,Ôn đới,48
Yến núi,63861537,114,Một phần,2.89,Cao,1,Không,2019-11-24,Xuân,Đồng bằng,Rừng ngập mặn,72
Yến núi,64021191,18,Không,3.38,Thấp,5,Không,2019-12-01,Thu,Đồng bằng,Rừng ngập mặn,92
Yến núi,64181244,424,Không,4.57,Trung bình,9,Không,2019-12-08,Đông,Trung du,Rừng ngập mặn,74
Yến núi,64341697,275,Có,3.57,Cao,10,Không,2019-12-15,Hạ,Trung du,Ôn đới,8
Yến núi,64502551,215,Một phần,2.33,Trung bình,6,Không,2019-12-22,Hạ,Đồng bằng,Rừng ngập mặn,99
Yến núi,64663808,238,Có,2.72,Cao,2,Không,2019-12-29,Xuân,Trung du,Ôn đới,98
Yến núi,64825467,272,Có,3.19,Trung bình,5,Không,2020-01-05,Xuân,Trung du,Ôn đới,38
Yến núi,64987531,17,Một phần,4.65,Cao,7,Không,2020-01-12,Đông,Trung du,Nhiệt đới,3
Yến núi,65150000,101,Có,3.43,Cao,9,Không,2020-01-19,Hạ,Đồi núi,Nhiệt đới,76
Yến núi,65312875,457,Một phần,2.46,Trung bình,7,Không,2020-01-26,Hạ,Đồng bằng,Rừng ngập mặn,11
Yến núi,65476157,339,Có,4.65,Trung bình,8,Không,2020-02-02,Xuân,Trung du,Ôn đới,36
Yến núi,65639847,494,Một phần,2.53,Cao,5,Không,2020-02-09,Thu,Đồi núi,Nhiệt đới,23
Yến núi,65803947,272,Có,2.51,Trung bình,3,Không,2020-02-16,Hạ,Đồi núi,Ôn đới,84
Yến núi,65968457,158,Có,4.62,Trung bình,5,Không,2020-02-23,Thu,Đồng bằng,Nhiệt đới,53
Yến núi,66133378,482,Không,3.92,Trung bình,5,Không,2020-03-01,Hạ,Đồng bằng,Ôn đới,62
Yến núi,66298711,245,Có,3.49,Cao,10,Không,2020-03-08,Xuân,Đồng bằng,Nhiệt đới,7
Yến núi,66464458,110,Có,2.25,Thấp,5,Không,2020-03-15,Đông,Đồi núi,Nhiệt đới,45
Yến núi,66630619,314,Một phần,2.8,Cao,10,Không,2020-03-22,Xuân,Đồng bằng,Rừng ngập mặn,23
Yến núi,66797196,493,Có,1.72,Cao,7,Không,2020-03-29,Đông,Trung du,Nhiệt đới,84
Yến núi,66964189,188,Không,3.91,Thấp,3,Không,2020-04-05,Xuân,Đồi núi,Ôn đới,74
Yến núi,67131599,138,Một phần,3.91,Thấp,3,Không,2020-04-12,Hạ,Trung du,Ôn đới,88
Yến núi,67299428,478,Một phần,2.5,Cao,10,Không,2020-04-19,Xuân,Trung du,Nhiệt đới,51
Yến núi,67467677,354,Một phần,2.06,Trung bình,5,Không,2020-04-26,Xuân,Đồi núi,Rừng ngập mặn,67
Yến núi,67636346,100,Không,3.94,Thấp,9,Không,2020-05-03,Thu,Trung du,Ôn đới,87
Yến núi,67805437,104,Có,1.8,Trung bình,7,Không,2020-05-10,Đông,Đồi núi,Rừng ngập mặn,9
Yến núi,67974951,16,Có,4.84,Trung bình,1,Không,2020-05-17,Đông,Đồi núi,Rừng ngập mặn,42
Yến núi,68144888,34,Có,4.22,Thấp,9,Không,2020-05-24,Đông,Đồi núi,Rừng ngập mặn,22
Yến núi,68315250,173,Một phần,3.83,Trung bình,5,Không,2020-05-31,Thu,Đồi núi,Ôn đới,66
Yến núi,68486038,345,Một phần,4.54,Trung bình,2,Không,2020-06-07,Hạ,Trung du,Rừng ngập mặn,82
Yến núi,68657253,366,Một phần,3.51,Thấp,4,Không,2020-06-14,Xuân,Trung du,Ôn đới,15
Yến núi,68828896,77,Không,3.64,Thấp,9,Không,2020-06-21,Thu,Trung du,Rừng ngập mặn,96
Yến núi,69000969,98,Không,2.24,Cao,3,Không,2020-06-28,Hạ,Trung du,Rừng ngập mặn,28
Yến núi,69173471,398,Một phần,3.03,Trung bình,3,Không,2020-07-05,Hạ,Đồng bằng,Ôn đới,98
Yến núi,69346405,316,Có,3.71,Thấp,10,Không,2020-07-12,Xuân,Trung du,Ôn đới,68
Yến núi,69519771,495,Có,3.04,Thấp,7,Không,2020-07-19,Xuân,Đồng bằng,Nhiệt đới,28
Yến núi,69693570,100,Có,4.91,Cao,2,Không,2020-07-26,Đông,Đồi núi,Nhiệt đới,23
Yến núi,69867804,343,Không,1.62,Trung bình,3,Không,2020-08-02,Thu,Đồi núi,Nhiệt đới,29
Yến núi,70042474,64,Có,4.9,Cao,4,Không,2020-08-09,Đông,Đồng bằng,Ôn đới,70
Yến núi,70217580,122,Một phần,2.15,Trung bình,6,Không,2020-08-16,Thu,Đồi núi,Rừng ngập mặn,64
Yến núi,70393124,211,Một phần,3.01,Trung bình,2,Không,2020-08-23,Thu,Trung du,Nhiệt đới,12
Yến núi,70569107,127,Không,3.92,Thấp,7,Không,2020-08-30,Thu,Trung du,Ôn đới,44
Yến núi,70745529,181,Có,3.64,Trung bình,7,Không,2020-09-06,Đông,Đồi núi,Rừng ngập mặn,33
Yến núi,70922393,327,Một phần,4.08,Thấp,9,Không,2020-09-13,Hạ,Đồng bằng,Nhiệt đới,91
Yến núi,71099699,371,Không,1.83,Thấp,1,Không,2020-09-20,Xuân,Trung du,Nhiệt đới,25
Yến núi,71277448,149,Không,2.85,Trung bình,8,Không,2020-09-27,Thu,Đồng bằng,Ôn đới,84
Yến núi,71455642,73,Một phần,1.25,Trung bình,1,Không,2020-10-04,Đông,Đồi núi,Rừng ngập mặn,19
Yến núi,71634281,485,Không,2.27,Trung bình,3,Không,2020-10-11,Thu,Đồi núi,Nhiệt đới,71
Yến núi,71813367,423,Có,2.64,Thấp,5,Không,2020-10-18,Hạ,Đồng bằng,Rừng ngập mặn,84
Yến núi,71992900,38,Một phần,2.87,Trung bình,6,Không,2020-10-25,Hạ,Trung du,Rừng ngập mặn,86
Yến núi,72172883,409,Một phần,2.8,Trung bình,1,Không,2020-11-01,Thu,Đồng bằng,Nhiệt đới,77
Yến núi,72353315,124,Không,4.65,Thấp,8,Không,2020-11-08,Hạ,Đồng bằng,Ôn đới,74
Yến núi,72534198,343,Có,2.8,Thấp,2,Không,2020-11-15,Hạ,Đồng bằng,Nhiệt đới,31
Yến núi,72715534,450,Có,1.34,Cao,4,Không,2020-11-22,Đông,Đồi núi,Ôn đới,58
Yến núi,72897322,254,Một phần,5.0,Trung bình,4,Không,2020-11-29,Xuân,Trung du,Ôn đới,29
Yến núi,73079566,224,Không,2.66,Trung bình,1,Không,2020-12-06,Hạ,Trung du,Ôn đới,35
Yến núi,73262265,432,Không,2.89,Cao,10,Không,2020-12-13,Thu,Đồng bằng,Rừng ngập mặn,20
Yến núi,73445420,386,Không,3.03,Trung bình,7,Không,2020-12-20,Hạ,Đồi núi,Ôn đới,82
Yến núi,73629034,374,Một phần,4.49,Trung bình,1,Không,2020-12-27,Đông,Trung du,Ôn đới,33
Yến núi,73813106,15,Một phần,2.45,Trung bình,3,Không,2021-01-03,Hạ,Đồng bằng,Ôn đới,41
Yến núi,73997639,492,Có,1.31,Thấp,7,Không,2021-01-10,Thu,Đồi núi,Ôn đới,17
Yến núi,74182633,31,Không,3.11,Thấp,9,Không,2021-01-17,Hạ,Đồi núi,Rừng ngập mặn,33
Yến núi,74368090,449,Có,4.69,Thấp,7,Không,2021-01-24,Đông,Trung du,Ôn đới,67
Yến núi,74554010,341,Có,2.58,Trung bình,4,Không,2021-01-31,Đông,Trung du,Nhiệt đới,92
Yến núi,74740395,334,Có,2.8,Thấp,2,Không,2021-02-07,Xuân,Đồng bằng,Ôn đới,14
Yến núi,74927246,189,Một phần,3.79,Trung bình,4,Không,2021-02-14,Hạ,Đồng bằng,Ôn đới,10
Yến núi,75114564,97,Không,4.7,Trung bình,10,Không,2021-02-21,Đông,Trung du,Nhiệt đới,0
Yến núi,75302351,252,Có,4.19,Cao,8,Không,2021-02-28,Hạ,Đồng bằng,Nhiệt đới,17
Yến núi,75490607,87,Không,2.17,Thấp,3,Không,2021-03-07,Hạ,Đồi núi,Rừng ngập mặn,41
Yến núi,75679333,121,Không,4.14,Cao,10,Không,2021-03-14,Thu,Đồng bằng,Ôn đới,56
Yến núi,75868531,226,Một phần,4.89,Thấp,7,Không,2021-03-21,Thu,Trung du,Rừng ngập mặn,76
Yến núi,76058203,49,Một phần,4.85,Trung bình,2,Không,2021-03-28,Hạ,Đồi núi,Nhiệt đới,79
Yến núi,76248348,335,Một phần,4.62,Trung bình,10,Không,2021-04-04,Đông,Đồng bằng,Rừng ngập mặn,71
Yến núi,76438969,23,Không,1.81,Thấp,8,Không,2021-04-11,Thu,Đồi núi,Ôn đới,44
Yến núi,76630067,423,Không,3.48,Cao,5,Không,2021-04-18,Đông,Đồi núi,Nhiệt đới,60
Yến núi,76821642,163,Một phần,2.23,Cao,9,Không,2021-04-25,Đông,Đồi núi,Nhiệt đới,56
Yến núi,77013696,82,Có,2.98,Cao,7,Không,2021-05-02,Thu,Đồng bằng,Ôn đới,76
Yến núi,77206230,138,Một phần,4.69,Thấp,1,Không,2021-05-09,Thu,Đồng bằng,Ôn đới,22
Yến núi,77399246,265,Có,4.33,Thấp,9,Không,2021-05-16,Thu,Đồi núi,Rừng ngập mặn,3
Yến núi,77592744,143,Một phần,3.98,Trung bình,2,Không,2021-05-23,Xuân,Đồng bằng,Rừng ngập mặn,46
Yến núi,77786726,418,Có,4.52,Thấp,8,Không,2021-05-30,Hạ,Đồi núi,Nhiệt đới,77
Yến núi,77981192,188,Có,1.46,Trung bình,6,Không,2021-06-06,Thu,Trung du,Ôn đới,4
Yến núi,78176145,490,Không,4.73,Trung bình,10,Không,2021-06-13,Đông,Đồng bằng,Ôn đới,99
Yến núi,78371586,317,Có,2.01,Trung bình,3,Không,2021-06-20,Đông,Đồi núi,Nhiệt đới,10
Yến núi,78567515,431,Có,4.41,Thấp,8,Không,2021-06-27,Đông,Đồng bằng,Ôn đới,1
Yến núi,78763933,430,Một phần,4.46,Thấp,7,Không,2021-07-04,Xuân,Đồi núi,Ôn đới,29
Yến núi,78960843,224,Một phần,2.8,Cao,3,Không,2021-07-11,Xuân,Đồi núi,Rừng ngập mặn,47
Yến núi,79158245,262,Một phần,3.51,Thấp,5,Không,2021-07-18,Hạ,Đồi núi,Nhiệt đới,9
Yến núi,79356141,247,Không,1.69,Trung bình,2,Không,2021-07-25,Hạ,Đồng bằng,Ôn đới,85
Yến núi,79554531,257,Một phần,2.3,Cao,8,Không,2021-08-01,Xuân,Đồi núi,Nhiệt đới,80
Yến núi,79753418,35,Một phần,1.18,Trung bình,9,Không,2021-08-08,Xuân,Đồng bằng,Nhiệt đới,47
Yến núi,79952801,188,Không,3.57,Cao,7,Không,2021-08-15,Hạ,Đồi núi,Rừng ngập mặn,70
Yến núi,80152683,125,Không,3.37,Thấp,1,Không,2021-08-22,Thu,Đồng bằng,Ôn đới,93
Yến núi,80353065,156,Một phần,4.46,Thấp,6,Không,2021-08-29,Hạ,Đồng bằng,Ôn đới,34
Yến núi,80553948,192,Có,3.56,Cao,7,Không,2021-09-05,Xuân,Đồi núi,Ôn đới,62
Yến núi,80755333,127,Không,2.28,Thấp,1,Không,2021-09-12,Xuân,Đồi núi,Rừng ngập mặn,81
Yến núi,80957221,464,Một phần,3.67,Trung bình,7,Không,2021-09-19,Đông,Đồng bằng,Rừng ngập mặn,63
Yến núi,81159614,207,Một phần,2.06,Trung bình,5,Không,2021-09-26,Hạ,Trung du,Ôn đới,8
Yến núi,81362513,67,Có,2.21,Thấp,8,Không,2021-10-03,Xuân,Đồi núi,Nhiệt đới,89
Yến núi,81565919,18,Không,2.1,Thấp,7,Không,2021-10-10,Hạ,Trung du,Nhiệt đới,16
Yến núi,81769834,125,Một phần,2.77,Cao,8,Không,2021-10-17,Đông,Đồi núi,Ôn đới,68
Yến núi,81974259,54,Không,2.15,Cao,1,Không,2021-10-24,Đông,Đồi núi,Nhiệt đới,29
Yến núi,82179194,341,Không,2.36,Trung bình,8,Không,2021-10-31,Thu,Trung du,Rừng ngập mặn,0
Yến núi,82384642,398,Một phần,3.29,Cao,7,Không,2021-11-07,Đông,Đồi núi,Ôn đới,34
Yến núi,82590604,287,Không,1.07,Cao,10,Không,2021-11-14,Đông,Đồng bằng,Rừng ngập mặn,33
Yến núi,82797080,345,Không,1.27,Trung bình,9,Không,2021-11-21,Xuân,Đồi núi,Ôn đới,18
Yến núi,83004073,307,Không,1.6,Cao,10,Không,2021-11-28,Hạ,Đồi núi,Nhiệt đới,61
Yến núi,83211583,367,Có,1.72,Trung bình,10,Không,2021-12-05,Đông,Trung du,Ôn đới,45
Yến núi,83419612,403,Một phần,2.32,Trung bình,8,Không,2021-12-12,Xuân,Đồi núi,Ôn đới,60
Yến núi,83628161,53,Không,4.16,Cao,5,Không,2021-12-19,Đông,Trung du,Nhiệt đới,17
Yến núi,83837232,243,Có,3.4,Cao,3,Không,2021-12-26,Hạ,Đồi núi,Rừng ngập mặn,42
Yến núi,84046825,136,Không,4.17,Trung bình,2,Không,2022-01-02,Thu,Đồi núi,Rừng ngập mặn,100
Yến núi,84256942,397,Có,2.6,Thấp,1,Không,2022-01-09,Xuân,Đồi núi,Ôn đới,81
Yến núi,84467584,180,Một phần,2.99,Thấp,2,Không,2022-01-16,Xuân,Đồi núi,Nhiệt đới,71
Yến núi,84678753,16,Có,2.93,Trung bình,7,Không,2022-01-23,Thu,Đồng bằng,Ôn đới,59
Yến núi,84890450,396,Một phần,2.43,Thấp,5,Không,2022-01-30,Xuân,Trung du,Nhiệt đới,0
Yến núi,85102676,407,Không,1.75,Cao,6,Không,2022-02-06,Hạ,Trung du,Rừng ngập mặn,2
Yến núi,85315433,264,Không,1.03,Thấp,10,Không,2022-02-13,Hạ,Đồng bằng,Rừng ngập mặn,59
Yến núi,85528721,259,Có,3.95,Thấp,7,Không,2022-02-20,Thu,Đồi núi,Nhiệt đới,21
Yến núi,85742543,457,Một phần,3.5,Thấp,10,Không,2022-02-27,Xuân,Đồng bằng,Nhiệt đới,51
Yến núi,85956900,33,Không,1.6,Trung bình,3,Không,2022-03-06,Thu,Đồng bằng,Nhiệt đới,88
Yến núi,86171792,79,Một phần,4.24,Thấp,1,Không,2022-03-13,Xuân,Đồng bằng,Rừng ngập mặn,76
Yến núi,86387221,361,Có,3.89,Trung bình,5,Không,2022-03-20,Hạ,Đồng bằng,Ôn đới,69
Yến núi,86603189,343,Không,3.39,Cao,4,Không,2022-03-27,Đông,Đồi núi,Ôn đới,21
Yến núi,86819697,396,Có,4.27,Cao,1,Không,2022-04-03,Xuân,Đồng bằng,Rừng ngập mặn,7
Yến núi,87036747,148,Một phần,1.26,Trung bình,8,Không,2022-04-10,Xuân,Trung du,Ôn đới,14
Yến núi,87254338,16,Không,3.94,Trung bình,5,Không,2022-04-17,Hạ,Đồng bằng,Nhiệt đới,30
Yến núi,87472474,480,Không,4.26,Trung bình,10,Không,2022-04-24,Hạ,Đồng bằng,Nhiệt đới,41
Yến núi,87691155,237,Không,4.27,Thấp,7,Không,2022-05-01,Thu,Đồi núi,Ôn đới,86
Yến núi,87910383,312,Một phần,2.71,Trung bình,7,Không,2022-05-08,Thu,Đồng bằng,Rừng ngập mặn,54
Yến núi,88130159,223,Một phần,3.3,Cao,7,Không,2022-05-15,Xuân,Trung du,Ôn đới,62
Yến núi,88350485,106,Không,4.98,Thấp,7,Không,2022-05-22,Đông,Trung du,Rừng ngập mặn,78
Yến núi,88571361,53,Một phần,4.95,Thấp,6,Không,2022-05-29,Đông,Trung du,Ôn đới,5
Yến núi,88792789,223,Một phần,1.21,Thấp,9,Không,2022-06-05,Xuân,Đồng bằng,Nhiệt đới,83
Yến núi,89014771,293,Một phần,3.29,Thấp,4,Không,2022-06-12,Hạ,Đồi núi,Rừng ngập mặn,68
Yến núi,89237308,481,Không,2.27,Trung bình,1,Không,2022-06-19,Hạ,Đồng bằng,Nhiệt đới,5
